state_perminute_job.job_id	state_perminute_job.minute_start	state_perminute_job.system	state_perminute_job.user_key	state_perminute_job.measure_date	state_perminute_job.queue	state_perminute_job.memory_job	state_perminute_job.vcores_job
job_1435714271812_17364	1436746080	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17364	1436746140	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17364	1436746200	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17365	1436745960	iheartradio	HEADLESS:412460103	2015-07-13	default	0.0	0.0
job_1435714271812_17365	1436746020	iheartradio	HEADLESS:412460103	2015-07-13	default	0.0	0.0
job_1435714271812_17366	1436745960	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17366	1436746020	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17366	1436746080	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17366	1436746140	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17366	1436746200	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17366	1436746260	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17366	1436746320	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17366	1436746380	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17366	1436746440	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17366	1436746500	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17367	1436746020	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17367	1436746080	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17367	1436746140	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17367	1436746200	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17367	1436746260	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17367	1436746320	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17368	1436746020	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17368	1436746080	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17369	1436746080	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17369	1436746140	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17369	1436746200	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17370	1436746080	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17370	1436746140	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17371	1436746080	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17371	1436746140	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17371	1436746200	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746080	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746140	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746200	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746260	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746320	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746380	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746440	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746500	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746560	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746620	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746680	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746740	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17372	1436746800	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17373	1436746140	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17373	1436746200	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17373	1436746260	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17374	1436746140	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17374	1436746200	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17374	1436746260	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17374	1436746320	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17374	1436746380	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17374	1436746440	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17374	1436746500	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17375	1436746140	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17375	1436746200	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17376	1436746140	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17376	1436746200	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17376	1436746260	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17376	1436746320	iheartradio	HEADLESS:412460103	2015-07-13	production	0.0	0.0
job_1435714271812_17377	1436746200	iheartradio	HEADLESS:412460103	2015-07-13	default	0.0	0.0
